"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","add","lon","lat","geoAddress"
41239831,"SLATTERY'S MIDTOWN PUB","MANHATTAN","8","EAST   36 STREET",10016,"2126836444","American","6/24/15","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",25,"","","9/27/17","Cycle Inspection / Initial Inspection","8 EAST   36 STREET",-73.9829951,40.7492491,"8 e 36th st, new york, ny 10016, usa"
50045445,"VERY FRESH NOODLES","MANHATTAN","425","W 15TH ST",10011,"3129655213","Chinese","2/17/16","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",37,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","425 W 15TH ST",-74.006826,40.7428114,"425 w 15th st, new york, ny 10011, usa"
41223754,"PANCA","MANHATTAN","92","7 AVENUE SOUTH",10014,"2124883900","Peruvian","3/22/17","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",18,"","","9/27/17","Cycle Inspection / Initial Inspection","92 7 AVENUE SOUTH",-74.0035291,40.7328667,"92 7th ave s, new york, ny 10014, usa"
50033075,"TORISHIN","MANHATTAN","362","W 53RD ST",10019,"2127570108","Japanese","2/14/17","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",12,"","","9/27/17","Cycle Inspection / Initial Inspection","362 W 53RD ST",-73.9871676,40.7650093,"362 w 53rd st, new york, ny 10019, usa"
50040374,"INWOOD BAR AND GRILL","MANHATTAN","4892","BROADWAY",10034,"6465290736","American","10/3/16","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",14,"","","9/27/17","Cycle Inspection / Initial Inspection","4892 BROADWAY",-73.9224356,40.8670616,"4892 broadway, new york, ny 10034, usa"
50036720,"PATHOS","MANHATTAN","932","1ST AVE",10022,"2123983398","Mediterranean","6/15/16","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",18,"B","6/15/16","9/27/17","Cycle Inspection / Re-inspection","932 1ST AVE",-73.9653009,40.7545427,"932 1st avenue, new york, ny 10022, usa"
41587826,"CASCABEL TAQUERIA","MANHATTAN","2799","BROADWAY",10025,"2126651500","Mexican","11/15/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",25,"B","11/15/16","9/27/17","Cycle Inspection / Re-inspection","2799 BROADWAY",-73.9680575,40.8028278,"2799 broadway, new york, ny 10025, usa"
50035423,"SAFARI","MANHATTAN","219","W 116TH ST",10026,"9175540265","African","5/8/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"","","9/27/17","Pre-permit (Non-operational) / Initial Inspection","219 W 116TH ST",-73.9535534,40.8038583,"219 w 116th st, new york, ny 10026, usa"
41072750,"CUCINA BENE PIZZERIA","MANHATTAN","41","EXCHANGE PLACE",10005,"2126350345","Pizza","10/7/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",29,"","","9/27/17","Cycle Inspection / Initial Inspection","41 EXCHANGE PLACE",-73.6690363,41.0050147,"41 exchange pl, port chester, ny 10573, usa"
41551620,"VAPIANO","MANHATTAN","113","UNIVERSITY PLACE",10003,"2127779477","Italian","7/27/17","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",44,"","","9/27/17","Cycle Inspection / Initial Inspection","113 UNIVERSITY PLACE",-73.9921271,40.7342879,"113 university pl, new york, ny 10003, usa"
41130819,"TARALLUCCI E VINO","MANHATTAN","15","EAST 18 STREET",10003,"2122285400","Italian","8/23/17","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",96,"","","9/27/17","Cycle Inspection / Initial Inspection","15 EAST 18 STREET",-74.1490174,40.9392655,"15 e 18th st, paterson, nj 07524, usa"
50032973,"CHIPOTLE MEXICAN GRILL","MANHATTAN","1","NEW YORK PLZ",10004,"6468823252","Mexican","3/26/15","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",11,"A","3/26/15","9/27/17","Pre-permit (Operational) / Initial Inspection","1 NEW YORK PLZ",-74.0118801,40.7020841,"1 new york plaza, 1 whitehall st, new york, ny 10004, usa"
41475994,"HAMPTON INN-HERALD SQUARE","MANHATTAN","116","WEST   31 STREET",10001,"2129479700","American","3/9/15","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",13,"","","9/27/17","Cycle Inspection / Initial Inspection","116 WEST   31 STREET",-73.9901882,40.7480314,"hampton inn, 116 w 31st st, new york, ny 10001, usa"
40530583,"CORNER GOURMET II","MANHATTAN","66","WEST BROADWAY",10007,"2124062200","American","4/28/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",56,"","","9/27/17","Cycle Inspection / Initial Inspection","66 WEST BROADWAY",-74.0101184,40.7146828,"66 w broadway, new york, ny 10007, usa"
41087789,"ISOHAMA","MANHATTAN","1666","3 AVENUE",10128,"2128280099","Japanese","7/30/15","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",2,"A","7/30/15","9/27/17","Cycle Inspection / Initial Inspection","1666 3 AVENUE",-74.0073365,40.6549346,"1666 3rd ave, brooklyn, ny 11232, usa"
41148325,"BARKING DOG LUNCHEONETTE","MANHATTAN","1678","3 AVENUE",10128,"2128311800","American","12/5/14","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Critical",12,"","","9/27/17","Cycle Inspection / Initial Inspection","1678 3 AVENUE",-74.0073388,40.6549325,"1678 3rd ave, brooklyn, ny 11232, usa"
41000172,"CAFE 101","MANHATTAN","101","PARK AVENUE",10017,"2126829009","American","4/28/16","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","101 PARK AVENUE",-73.9776656,40.7508681,"101 park ave, new york, ny 10017, usa"
41372356,"HILTON NEW YORK MAIN KITCHEN","MANHATTAN","1335","AVENUE OF THE AMERICAS",10019,"2125867000","American","12/7/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,"A","12/7/15","9/27/17","Cycle Inspection / Re-inspection","1335 AVENUE OF THE AMERICAS",-73.9796222,40.7624894,"1335 6th ave, new york, ny 10019, usa"
41626009,"CORRADO BREAD AND PASTRY","MANHATTAN","960","LEXINGTON AVENUE",10021,"2127741904","Cafí€Œ©/Coffee/Tea","12/1/14","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,"B","12/1/14","9/27/17","Cycle Inspection / Re-inspection","960 LEXINGTON AVENUE",-73.9633237,40.7693225,"960 lexington ave, new york, ny 10021, usa"
41374209,"JOHN'S FRIED CHICKEN","MANHATTAN","512","WEST 207 STREET",10034,"2125676489","Chicken","12/13/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",41,"","","9/27/17","Cycle Inspection / Initial Inspection","512 WEST 207 STREET",-73.919838,40.864992,"512 w 207th st, new york, ny 10034, usa"
41501061,"JACOB RESTAURANT","MANHATTAN","2695","FEDERICK DOUGLAS BLVD",10030,"2122833663","Soul Food","2/29/16","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",16,"","","9/27/17","Cycle Inspection / Initial Inspection","2695 FEDERICK DOUGLAS BLVD",-73.9430446,40.8217623,"2695 frederick douglass blvd, new york, ny 10030, usa"
40398045,"MIKES PIZZA","MANHATTAN","415","SECOND AVENUE",10010,"2125325196","Pizza/Italian","4/19/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",13,"A","4/19/17","9/27/17","Cycle Inspection / Re-inspection","415 SECOND AVENUE",-73.9807581,40.7384515,"415 2nd ave, new york, ny 10010, usa"
41574209,"VICTORY GARDEN","MANHATTAN","31","CARMINE STREET",10014,"2122067273","Ice Cream, Gelato, Yogurt, Ices","6/17/13","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","6/17/13","9/27/17","Cycle Inspection / Initial Inspection","31 CARMINE STREET",-74.003275,40.7303349,"31 carmine st, new york, ny 10014, usa"
50010372,"FIELDS GOOD CHICKEN","MANHATTAN","101","MAIDEN LN",10038,"6468956831","Chicken","4/20/17","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",13,"A","4/20/17","9/27/17","Cycle Inspection / Initial Inspection","101 MAIDEN LN",-74.0067067,40.7070495,"101 maiden ln, new york, ny 10038, usa"
41457197,"AJISAI JAPANESE RESTAURANT","MANHATTAN","615","9 AVENUE",10036,"2127572688","Japanese","9/4/14","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",34,"","","9/27/17","Cycle Inspection / Re-inspection","615 9 AVENUE",-73.9921772,40.7595581,"615 9th ave, new york, ny 10036, usa"
50033071,"GABY RESTAURANT","MANHATTAN","45","W 44TH ST",10036,"__________","French","7/27/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",22,"","","9/27/17","Cycle Inspection / Initial Inspection","45 W 44TH ST",-73.9817648,40.7557842,"45 w 44th st, new york, ny 10036, usa"
41464512,"Edge Funds Cafe","MANHATTAN","1540","BROADWAY",10036,"2127302730","American","4/21/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","4/21/17","9/27/17","Cycle Inspection / Initial Inspection","1540 BROADWAY",-73.9845181,40.757744,"bertelsmann building, 149 w 45th st, new york, ny 10036, usa"
40942949,"SNACK TAVERNA","MANHATTAN","63","BEDFORD STREET",10014,"2129293499","Greek","3/28/16","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",13,"","","9/27/17","Cycle Inspection / Initial Inspection","63 BEDFORD STREET",-74.0048145,40.7310341,"63 bedford st, new york, ny 10014, usa"
40601541,"STARBUCKS","MANHATTAN","2853","BROADWAY",10025,"2122807268","Cafí€Œ©/Coffee/Tea","3/4/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",5,"A","3/4/15","9/27/17","Cycle Inspection / Initial Inspection","2853 BROADWAY",-73.9667501,40.8047524,"2853 broadway, new york, ny 10025, usa"
41453428,"SPOT","MANHATTAN","13","ST MARKS PLACE",10003,"2126775670","Bakery","2/14/14","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",21,"","","9/27/17","Cycle Inspection / Initial Inspection","13 ST MARKS PLACE",-73.9889219,40.7293891,"13 st marks pl, new york, ny 10003, usa"
41430594,"1 STOP PATTY SHOP","MANHATTAN","1708","AMSTERDAM AVENUE",10031,"2124917466","Bakery","7/14/16","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",30,"","","9/27/17","Cycle Inspection / Initial Inspection","1708 AMSTERDAM AVENUE",-73.9480179,40.8249794,"1708 amsterdam ave, new york, ny 10031, usa"
40856729,"CRIF DOGS / PLEASE DON'T TELL","MANHATTAN","113","ST  MARKS'S PLACE",10003,"2126142728","American","11/25/14","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",25,"","","9/27/17","Cycle Inspection / Initial Inspection","113 ST  MARKS'S PLACE",-73.9783193,40.68137,"113 st marks pl, brooklyn, ny 11217, usa"
50011937,"MUSCLE MAKER GRILL","MANHATTAN","1099","2ND AVE",10022,"6468959533","American","4/3/17","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",7,"A","4/3/17","9/27/17","Cycle Inspection / Re-inspection","1099 2ND AVE",-73.9651269,40.7599374,"1099 2nd ave, new york, ny 10022, usa"
50058290,"THE DOG HOUSE","MANHATTAN","160","W 25TH ST",10001,"2123378301","American","1/6/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",28,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","160 W 25TH ST",-73.9942303,40.7449187,"160 w 25th st, new york, ny 10001, usa"
40397886,"LANDMARK COFFEE SHOP","MANHATTAN","158","GRAND STREET",10013,"2123340040","American","4/13/15","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",21,"","","9/27/17","Cycle Inspection / Initial Inspection","158 GRAND STREET",-73.9986383,40.7200094,"158 grand st, new york, ny 10013, usa"
41073072,"LIBATION","MANHATTAN","137","LUDLOW STREET",10002,"2125292153","American","3/24/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",12,"A","3/24/17","9/27/17","Cycle Inspection / Initial Inspection","137 LUDLOW STREET",-73.9884417,40.7204222,"137 ludlow st, new york, ny 10002, usa"
50002766,"THE MARSHAL","MANHATTAN","628","10TH AVE",10036,"2125826300","American","1/12/15","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",7,"","","9/27/17","Cycle Inspection / Initial Inspection","628 10TH AVE",-73.9939723,40.7612329,"628 10th ave, new york, ny 10036, usa"
50004852,"UNTAMED SANDWICHES","MANHATTAN","43","W 39TH ST",10018,"6466699397","American","9/14/15","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",15,"","","9/27/17","Cycle Inspection / Initial Inspection","43 W 39TH ST",-73.9843861,40.7527063,"43 w 39th st, new york, ny 10018, usa"
40745126,"PINOCCHIO RISTORANTE","MANHATTAN","1748","1 AVENUE",10128,"2128285810","Italian","10/8/14","Establishment re-opened by DOHMH","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",4,"","","9/27/17","Cycle Inspection / Reopening Inspection","1748 1 AVENUE",-73.9469821,40.7796666,"1748 1st avenue, new york, ny 10128, usa"
41420291,"THE KING COLE BAR AND SALON","MANHATTAN","2","EAST   55 STREET",10022,"2123396800","American","8/30/17","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",27,"","","9/27/17","Cycle Inspection / Initial Inspection","2 EAST   55 STREET",-73.9746128,40.7613979,"2 e 55th st, new york, ny 10022, usa"
41709956,"EFFYS AT THE 92Y","MANHATTAN","1395","Lexington Ave",10128,"2124155796","Mediterranean","4/30/14","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",11,"A","4/30/14","9/27/17","Cycle Inspection / Initial Inspection","1395 Lexington Ave",-73.9525147,40.7829338,"1395 lexington ave, new york, ny 10128, usa"
50001547,"THE WINSLOW","MANHATTAN","243","E 14TH ST",10003,"2127777717","American","2/11/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",30,"","","9/27/17","Cycle Inspection / Initial Inspection","243 E 14TH ST",-73.9852113,40.732778,"243 e 14th st, new york, ny 10003, usa"
50016198,"MOE'S SOUTHWEST GRILL & CHARLEYS PHILLY STEAKS","MANHATTAN","1","PENN PLZ",10119,"2125947817","Mexican","12/11/15","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",12,"A","12/11/15","9/27/17","Cycle Inspection / Initial Inspection","1 PENN PLZ",-73.993056,40.751389,"one penn plaza, new york, ny 10119, usa"
41004578,"BETTOLA","MANHATTAN","412","AMSTERDAM AVENUE",10024,"2127871660","Italian","1/21/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","412 AMSTERDAM AVENUE",-73.9782929,40.78373,"412 amsterdam ave, new york, ny 10024, usa"
41565488,"NIRVANA","MANHATTAN","346","LEXINGTON AVENUE",10016,"2129830000","Indian","3/24/16","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical",12,"","","9/27/17","Cycle Inspection / Initial Inspection","346 LEXINGTON AVENUE",-73.977387,40.7500156,"346 lexington ave, new york, ny 10016, usa"
41645211,"HIROSHI JAPANESE RESTAURANT","MANHATTAN","585","3 AVENUE",10016,"2126619288","Japanese","6/29/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,"A","6/29/15","9/27/17","Cycle Inspection / Re-inspection","585 3 AVENUE",-73.9942323,40.6673523,"585 3rd ave, brooklyn, ny 11215, usa"
41704604,"DUNKIN' DONUTS","MANHATTAN","4199","BROADWAY",10033,"2127951949","Donuts","3/30/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","3/30/17","9/27/17","Cycle Inspection / Re-inspection","4199 BROADWAY",-73.9380874,40.8483411,"4199 broadway, new york, ny 10033, usa"
50009877,"CHIPILO ITALIAN SANDWICH SHOP","MANHATTAN","48","MULBERRY ST",10013,"2128048183","American","8/5/14","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","48 MULBERRY ST",-73.9995254,40.7151542,"48 mulberry st, new york, ny 10013, usa"
41645211,"HIROSHI JAPANESE RESTAURANT","MANHATTAN","585","3 AVENUE",10016,"2126619288","Japanese","1/28/14","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",12,"A","1/28/14","9/27/17","Cycle Inspection / Re-inspection","585 3 AVENUE",-73.9942323,40.6673523,"585 3rd ave, brooklyn, ny 11215, usa"
50017544,"SOJO RESTAURANT LOUNGE","MANHATTAN","586","W 207TH ST",10034,"6469187304","Bottled beverages, including water, sodas, juices, etc.","5/29/16","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",22,"","","9/27/17","Cycle Inspection / Initial Inspection","586 W 207TH ST",-73.9210771,40.8669062,"586 w 207th st, new york, ny 10034, usa"
41436878,"CASA LEVER","MANHATTAN","390","PARK AVENUE",10022,"2128882700","Italian","11/10/15","Violations were cited in the following area(s).","10J","''''Wash hands sign not posted at hand wash facility.","Not Critical",12,"A","11/10/15","9/27/17","Cycle Inspection / Initial Inspection","390 PARK AVENUE",-73.9728452,40.7595974,"390 park ave, new york, ny 10022, usa"
40392339,"ABSOLUTE BAGELS","MANHATTAN","2788","BROADWAY",10025,"2129322105","Bagels/Pretzels","6/28/14","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",12,"A","6/28/14","9/27/17","Cycle Inspection / Re-inspection","2788 BROADWAY",-73.9673998,40.802516,"2788 broadway, new york, ny 10025, usa"
50035510,"HING WON","MANHATTAN","48","W 48TH ST",10036,"2127191451","Chinese","12/5/15","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",73,"","","9/27/17","Cycle Inspection / Initial Inspection","48 W 48TH ST",-73.9803734,40.7580047,"48 w 48th st, new york, ny 10036, usa"
50007315,"PRET A MANGER","MANHATTAN","265","MADISON AVE",10016,"2126970191","American","8/5/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A","8/5/16","9/27/17","Cycle Inspection / Initial Inspection","265 MADISON AVE",-73.9803132,40.7508986,"265 madison ave, new york, ny 10016, usa"
50005444,"PASTRAMI QUEEN","MANHATTAN","1125","LEXINGTON AVE",10075,"2127341500","Jewish/Kosher","9/26/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,"A","9/26/14","9/27/17","Cycle Inspection / Re-inspection","1125 LEXINGTON AVE",-73.9591088,40.7743696,"1125 lexington ave, new york, ny 10075, usa"
50004411,"SUBWAY","MANHATTAN","2085","LEXINGTON AVE",10035,"2127228900","Sandwiches","10/31/16","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",5,"A","10/31/16","9/27/17","Cycle Inspection / Re-inspection","2085 LEXINGTON AVE",-73.9368547,40.8048151,"2085 lexington ave, new york, ny 10035, usa"
41620241,"THE COMMONS CHELSEA","MANHATTAN","128","7 AVENUE",10011,"2129299333","Cafí€Œ©/Coffee/Tea","7/17/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",29,"","","9/27/17","Cycle Inspection / Initial Inspection","128 7 AVENUE",-73.9983389,40.7411059,"128 7th ave, new york, ny 10011, usa"
40538766,"RED EYE GRILL","MANHATTAN","888","7 AVENUE",10019,"2125419000","American","10/30/14","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",13,"A","10/30/14","9/27/17","Cycle Inspection / Initial Inspection","888 7 AVENUE",-73.980845,40.7654806,"888 7th avenue, new york, ny 10106, usa"
50003351,"NYY STEAK","MANHATTAN","7","W 51ST ST",10019,"6463077910","American","8/11/15","Violations were cited in the following area(s).","10J","''''Wash hands sign not posted at hand wash facility.","Not Critical",13,"A","8/11/15","9/27/17","Cycle Inspection / Initial Inspection","7 W 51ST ST",-73.977487,40.7597024,"7 w 51st st, new york, ny 10019, usa"
50012031,"CASCABEL TAQUERIA","MANHATTAN","1556","2ND AVE",10028,"2127177800","Mexican","12/12/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",21,"B","12/12/14","9/27/17","Pre-permit (Operational) / Re-inspection","1556 2ND AVE",-73.9539916,40.7743636,"1556 2nd ave, new york, ny 10028, usa"
40716118,"DO HWA","MANHATTAN","55","CARMINE STREET",10014,"2124141224","Korean","10/14/15","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",12,"A","10/14/15","9/27/17","Cycle Inspection / Re-inspection","55 CARMINE STREET",-74.0042312,40.7299611,"55 carmine st, new york, ny 10014, usa"
41633315,"5 BORO BURGER","MANHATTAN","80","WEST   36 STREET",10018,"2125642211","American","12/27/13","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",7,"A","12/27/13","9/27/17","Cycle Inspection / Re-inspection","80 WEST   36 STREET",-73.9866322,40.7508705,"80 w 36th st, new york, ny 10018, usa"
40975524,"BARRIO CHINO","MANHATTAN","253","BROOME STREET",10002,"2122286710","Mexican","10/5/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",3,"A","10/5/15","9/27/17","Cycle Inspection / Initial Inspection","253 BROOME STREET",-73.990097,40.7179754,"253 broome st, new york, ny 10002, usa"
40398561,"TOM AND JERRY BAR","MANHATTAN","288","ELIZABETH STREET",10012,"2122605045","American","9/16/15","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",10,"A","9/16/15","9/27/17","Cycle Inspection / Initial Inspection","288 ELIZABETH STREET",-73.993163,40.7246222,"288 elizabeth st, new york, ny 10012, usa"
50005444,"PASTRAMI QUEEN","MANHATTAN","1125","LEXINGTON AVE",10075,"2127341500","Jewish/Kosher","9/15/14","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",15,"","","9/27/17","Cycle Inspection / Initial Inspection","1125 LEXINGTON AVE",-73.9591088,40.7743696,"1125 lexington ave, new york, ny 10075, usa"
